Ano;Mês;Natureza Jurídica - Código;Natureza Jurídica - Nome;II;IE;IPI;IRPF;IRPJ;IRRF;IOF;ITR;Cofins;Pis/Pasep;CSLL;Cide;Contribuição Previdenciária;CPSSS;Pagamento Unificado;Outras Receitas Administradas;Receitas Não Administradas;;;;;
2018;Out;PF;Pessoa Física;8.703.987,98;7.997,89;2.400.668,97;2.332.545.124,04;1.428.759,78;98.456.022,28;63.825,17;120.839.229,23;3.514.582,98;656.164,87;1.071.022,19;142.170,56;316.623.287,87;1.439.041,41;66.421.143,86;34.870.067,98;68.068.038,08;;;;;
2018;Nov;101;ÓRGÃO PÚBLICO DO PODER EXECUTIVO FEDERAL;;;60.591,23;;54.094,08;2.380.186.678,97;24,85;22,95;373.018,02;161.526.397,10;53.189,72;26.747,66;2.566,78;1.426.089.499,81;143.899.822,01;2.401.504,19;871.797.178,70;;;;;
2018;Nov;102;ÓRGÃO PÚBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;7.554,77;;;1.012.587,88;;10;4.456,50;184.780.390,30;;1.203,15;4.968.857,26;23.796.950,99;1.566.569,01;892.809,99;258.248,12;;;;;
2018;Nov;103;ÓRGÃO PÚBLICO DO PODER EXECUTIVO MUNICIPAL;;;;;2.374,35;108.952,77;;;1.312,92;5.068.044,72;437,64;;394.368,69;;190.668,05;928.798,19;23.274,20;;;;;
2018;Nov;104;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO FEDERAL;;;;;;120.915.413,68;;;16.636,50;3.604,57;5.545,50;;;87.074.599,14;5.541.817,78;;;;;;;
2018;Nov;105;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;51.197,16;;;;411,98;;;2.849.582,87;11.019,61;136.867,39;141.011,04;;;;;;
2018;Nov;106;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO MUNICIPAL;;;;;;70.905,49;;12;2.465,59;39.890,69;821,86;;432.930,78;3.233,31;31.793,33;790.155,70;23.936,58;;;;;
2018;Nov;107;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO FEDERAL;;;;;13.915,94;740.132.718,47;;;171.205,33;37.117,17;14.525,64;;461,81;857.625.128,67;43.553.100,33;142.618,04;145.374,83;;;;;
2018;Nov;108;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO ESTADUAL;;;;;;2.650.116,66;;;;326.428,57;;;361.485,99;6.242,15;563.680,96;37.982,37;262;;;;;
2018;Nov;110;AUTARQUIA FEDERAL;;;147,74;;157.969,38;1.283.605.747,77;;;76.951,61;7.638.532,94;46.458,90;567.765,87;781.317,92;1.746.270.939,08;125.012.828,15;755.689,00;289.859,22;;;;;
2018;Nov;111;AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL;;;;;;16.916.235,70;;;17.506,66;62.242.474,26;6.955,19;;1.221.625,71;;4.251.972,76;106.587,43;105.209,92;;;;;
2018;Nov;112;AUTARQUIA MUNICIPAL;;;;;;209.012,97;;;15.244,67;26.715.090,43;383,13;;248.751,67;;615.675,97;309.274,30;86.686,94;;;;;
2018;Nov;113;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO FEDERAL;;;;;5.776,06;311.186.337,35;;;20.785,96;9.841.402,48;6.973,47;;42.245,20;427.084.817,14;22.467.964,62;30.639,19;109.179,22;;;;;
2018;Nov;114;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;93.135,64;;;2.960,10;6.248.837,54;248,78;;7.529.233,83;;637.183,50;112.470,20;55.835,94;;;;;
2018;Nov;115;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO MUNICIPAL;;;;;254,95;265.927,34;;;5.310,29;1.915.210,83;469,03;;128.106,49;;57.191,79;75.005,51;29.117,58;;;;;
2018;Nov;116;ÓRGÃO PÚBLICO AUTÔNOMO FEDERAL;;;;;;1.062.430,06;;;351,1;76,07;117,03;;;1.183.740,79;157.459,42;;;;;;;
2018;Nov;117;ÓRGÃO PÚBLICO AUTÔNOMO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;10.879,83;;;;11.816,38;;;11.429,39;;123.717,61;3.250,00;;;;;;
2018;Nov;118;ÓRGÃO PÚBLICO AUTÔNOMO MUNICIPAL;;;;;;360,91;;;;8.201,86;;;2.143,38;;93,11;22.311,08;203,89;;;;;
2018;Nov;120;FUNDO PÚBLICO;;;;;1.558,70;270.112.795,67;1.588,98;;17.576,97;4.823.782,80;81.962,72;;11.620.511,87;;6.954.229,06;452.276,15;32.784,77;;;;;
2018;Nov;121;CONSÓRCIO PÚBLICO DE DIREITO PÚBLICO (ASSOCIAÇÃO PÚBLICA);;;;;530,28;948.002,28;;;28.334,40;487.820,50;6.648,36;;428.132,69;;388.855,02;32.237,02;21.104,74;;;;;
2018;Nov;122;CONSÓRCIO PÚBLICO DE DIREITO PRIVADO;;;;;;574.409,87;;;1.670,78;55.645,27;556,92;;45.282,98;;135.578,76;1.285,00;93,8;;;;;
2018;Nov;123;ESTADO OU DISTRITO FEDERAL;;;;;44.297,92;28.843,76;;417,65;87.390,04;298.758.823,59;7.933,97;;35.669.395,21;;13.534.491,35;1.485.462,59;241.438,58;;;;;
2018;Nov;124;MUNICÍPIO;;;;;47.346,25;786.794,49;;3.674,37;64.075,24;340.064.716,72;13.728,96;;80.244.507,52;;13.072.246,99;10.215.303,34;3.529.139,88;;;;;
2018;Nov;125;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO FEDERAL;;;;;;24.164,21;3.210.692,46;;;1.216,15;;;;;216.687,11;;;;;;;
2018;Nov;126;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;510.400,94;;;10.819,92;585.959,08;;;38.258,70;;508.573,41;1.287,00;10.783,84;;;;;
2018;Nov;127;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO MUNICIPAL;;;;;;2.239.618,54;;;;361.123,29;;;273.537,78;;1.950.814,52;1.754,45;77.537,01;;;;;
2018;Nov;201;EMPRESA PÚBLICA;15.925.179,09;;840.016,30;;78.491.263,31;757.416.048,51;177.264.559,01;7.215,48;89.560.321,59;17.808.880,68;54.866.248,46;1.316.082,72;655.957.268,32;7.003.395,74;190.865.340,22;331.856.531,02;4.462.214,33;;;;;
2018;Nov;203;SOCIEDADE DE ECONOMIA MISTA;13.521.234,14;;4.436.696,62;;1.367.777.194,09;1.102.792.064,81;325.376.481,39;412.877,62;3.544.069.215,34;750.703.698,84;577.478.454,51;212.795.488,13;1.227.513.718,27;8.588.107,68;773.059.818,89;511.158.985,75;1.827.832.209,18;;;;;
2018;Nov;204;SOCIEDADE ANÔNIMA ABERTA;96.850.943,65;14.939,31;360.805.929,66;;855.285.370,04;1.560.690.414,95;935.691.727,88;302.048,25;2.375.903.124,21;488.885.729,62;612.968.422,49;47.117.519,13;1.732.053.690,78;;374.507.925,29;58.393.539,86;7.823.011,53;;;;;
2018;Nov;205;SOCIEDADE ANÔNIMA FECHADA;605.119.226,97;;837.099.838,68;201,97;2.395.146.971,06;4.060.777.969,83;1.296.048.306,90;8.711.061,27;3.718.564.190,48;742.850.980,93;1.408.209.085,00;65.175.037,98;3.497.297.272,38;;661.688.993,77;46.291.874,19;240.933.050,95;;;;;
2018;Nov;206;SOCIEDADE EMPRESÁRIA LIMITADA;2.594.553.157,47;38.174,91;3.585.704.696,63;10.900,30;4.014.531.710,34;3.785.529.948,11;70.069.969,68;24.217.841,44;7.945.124.590,59;1.728.870.427,55;1.857.259.425,39;238.127.607,34;5.261.733.660,02;34.865,75;5.798.487.448,22;228.351.300,41;586.288.698,59;;;;;
2018;Nov;207;SOCIEDADE EMPRESÁRIA EM NOME COLETIVO;;;14.269,66;;121.174,98;35.441,06;9.027,81;2.056,58;265.147,26;59.905,54;82.424,88;;58.976,70;;638.184,76;7.998,52;2.853,39;;;;;
2018;Nov;208;SOCIEDADE EMPRESÁRIA EM COMANDITA SIMPLES;;;;;6.998,22;17.043,85;;;41.108,53;9.272,81;5.237,82;;1.108,51;;48.942,72;20,56;3.363,18;;;;;
2018;Nov;209;SOCIEDADE EMPRESÁRIA EM COMANDITA POR AÇÕES;;;;;5.385,37;36.995,37;;;52.146,76;11.318,08;8.180,61;;3.843,51;;427,6;;;;;;;
2018;Nov;210;SOCIEDADE MERCANTIL DE CAPITAL E INDÚSTRIA;;;;;64,44;;;;358,01;64,44;178,98;;427,55;;24.614,27;;;;;;;
2018;Nov;212;SOCIEDADE EM CONTA DE PARTICIPAÇÃO;;;;;653.342,77;25.287,97;;17.845,49;1.576.849,63;344.685,78;245.007,43;;;;100.646,45;8.519,74;;;;;;
2018;Nov;213;EMPRESÁRIO (INDIVIDUAL);3.711.336,79;820,72;3.526.386,72;3.267,33;33.251.708,78;32.022.460,73;40.599,15;41.803,44;58.029.337,24;12.890.255,34;23.852.808,86;7.945,05;13.212.961,53;557,58;1.655.778.243,32;21.357.396,55;3.855.269,19;;;;;
2018;Nov;214;COOPERATIVA;2.281.330,84;;2.270.099,31;;44.658.897,41;467.491.955,36;168.665.217,40;130.844,33;85.219.589,48;22.691.069,21;27.404.440,35;69.790,89;432.077.646,14;;89.794.306,69;6.768.830,93;7.408.505,56;;;;;
2018;Nov;215;CONSÓRCIO DE SOCIEDADES;473.492,26;;233.745,52;;178.048,43;11.480.274,46;3.141,70;760,86;1.689.201,68;392.902,49;105.068,35;35.110,17;6.483.292,63;;7.367.192,77;132.722,75;238.888,11;;;;;
2018;Nov;216;GRUPO DE SOCIEDADES;;;;;769,43;504,2;;;854,85;305,26;501,44;;;;;3.503,53;63;;;;;
2018;Nov;217;ESTABELECIMENTO, NO BRASIL, DE SOCIEDADE ESTRANGEIRA;15.717.654,00;;283.964,85;;2.812.096,42;30.551.270,43;3.586.158,46;;6.044.783,82;1.087.033,50;2.507.394,34;10.933,92;8.940.821,98;;2.713.517,59;795.161,57;986,59;;;;;
2018;Nov;221;EMPRESA DOMICILIADA NO EXTERIOR;;;;;8.455,36;2.973.513,90;;264,78;303,98;65,86;10.975,95;;;;12.294,89;;262.859,67;;;;;
2018;Nov;222;CLUBE/FUNDO DE INVESTIMENTO;;;;;10.612,91;362.513,39;132,71;221.116,91;;190;;;;;144.872,23;;157.983,36;;;;;
2018;Nov;223;SOCIEDADE SIMPLES PURA;;;4.255,85;10,48;100.656.295,50;30.134.517,46;156.082,03;5.553,93;48.912.814,88;10.952.694,29;35.933.774,58;1.116.040,21;28.834.738,52;148,25;138.113.232,85;723.316,73;485.430,43;;;;;
2018;Nov;224;SOCIEDADE SIMPLES LIMITADA;56.106,94;;212.312,62;1.716,10;94.371.146,52;59.729.864,00;348.210,59;656.857,16;73.716.341,46;16.018.856,00;40.829.361,72;1.794.544,50;34.563.538,34;22,84;270.250.770,72;3.572.919,86;1.818.263,41;;;;;
2018;Nov;225;SOCIEDADE SIMPLES EM NOME COLETIVO;;;;;82.740,38;57.795,77;;;110.108,48;23.537,28;39.749,47;;2.007,40;;415.026,34;550;167,31;;;;;
2018;Nov;226;SOCIEDADE SIMPLES EM COMANDITA SIMPLES;;;;;2.183,46;2.851,39;;;1.462,40;312,73;1.310,06;;;;30.570,36;817,52;56,72;;;;;
2018;Nov;228;CONSÓRCIO DE EMPREGADORES;;;;;;402.225,94;;;;4.439,78;;;47.235,47;;1.246,35;;7.830,76;;;;;
2018;Nov;229;CONSÓRCIO SIMPLES;;;;;;242,94;;;;;;;;;;;;;;;;
2018;Nov;230;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA (DE NATUREZA EMPRESÁRIA);82.542.349,25;2.410,68;83.331.884,87;1.215,61;136.770.128,84;88.934.915,06;1.098.905,05;444.669,92;304.233.528,21;67.438.173,88;72.857.696,99;135.524,99;101.043.976,27;348,38;1.356.448.506,47;20.709.177,47;7.881.539,63;;;;;
2018;Nov;231;EMPRESA INDIVIDUAL DE RESPONSABILIDADE LIMITADA(DE NATUREZA SIMPLES);;;87,43;;3.735.788,69;2.515.977,18;34.705,35;85,37;3.449.556,61;756.794,68;1.841.383,49;1.564,88;739.272,55;;24.441.766,51;150.518,88;171.616,32;;;;;
2018;Nov;232;SOCIEDADE UNIPESSOAL DE ADVOCACIA;;;;;2.438.810,20;372.447,23;;70,57;1.144.474,70;258.526,44;968.160,61;;47.758,41;;20.162.491,50;90.965,16;8.041,65;;;;;
2018;Nov;303;SERVIÇO NOTARIAL E REGISTRAL (CARTÓRIO);;;;;;191.491,81;12.224,53;;;20.280,50;;;158.254,00;;18.917,84;13.324,98;6.788,08;;;;;
2018;Nov;306;FUNDAÇÃO PRIVADA;1.272.358,06;;42.295,96;;334.792,25;300.040.990,41;4.714.349,50;1.194,58;10.481.969,42;7.456.810,61;161.150,69;367.167,17;10.595.583,57;;34.332.163,95;11.985.690,11;1.195.602,29;;;;;
2018;Nov;307;SERVIÇO SOCIAL AUTÔNOMO;57.848,42;;;;;64.190.607,14;;;480.961,09;5.980.941,53;41.622,38;1.078.229,12;3.614.008,31;;13.104.276,44;683.428,10;59.179,32;;;;;
2018;Nov;308;CONDOMÍNIO DE EDIFÍCIO;;;30,1;;1.134,13;22.358.894,77;34,71;5.392,43;105.568,90;11.361.455,62;20.405,66;10.694,06;2.148.530,06;2.363,13;53.012.420,66;281.992,66;302.162,45;;;;;
2018;Nov;310;COMISSÃO DE CONCILIAÇÃO PRÉVIA;;;;;;4.303,63;;;;314,81;;;;;;;;;;;;
2018;Nov;311;ENTIDADE DE MEDIAÇÃO E ARBITRAGEM;;;;;189,29;11.644,48;;;489,82;494,65;112,17;;;;379,82;;;;;;;
2018;Nov;313;ENTIDADE SINDICAL;14.379,10;;11.708,69;;5.426,04;25.828.739,03;6.676,00;4.237,38;2.253.930,34;1.896.061,01;8.893,94;2.109,53;1.509.938,24;27.940,32;4.146.092,51;1.087.894,54;299.515,26;;;;;
2018;Nov;320;ESTABELECIMENTO, NO BRASIL, DE FUNDAÇÃO OU ASSOCIAÇÃO ESTRANGEIRAS;;;;;;269.054,12;;;5.323,85;12.570,89;;;;;61.259,13;;;;;;;
2018;Nov;321;FUNDAÇÃO OU ASSOCIAÇÃO DOMICILIADA NO EXTERIOR;;;;;8.608.180,70;326.690,40;;;;;;;;;1.129,25;;;;;;;
2018;Nov;322;ORGANIZAÇÃO RELIGIOSA;;;;;22,47;24.435.240,28;210,31;20.643,09;301.597,72;1.246.903,05;2.134,76;21.240,24;345.825,63;;1.325.158,53;471.715,43;123.737,47;;;;;
2018;Nov;323;COMUNIDADE INDÍGENA;;;;;;;;;;172,05;;;;;;1.641,75;;;;;;
2018;Nov;324;FUNDO PRIVADO;;;;;;226,53;;;;138,43;;;;;702,24;;;;;;;
2018;Nov;325;ÓRGÃO DE DIREÇÃO NACIONAL DE PARTIDO POLÍTICO;;;;;;892.997,70;;;;39.979,71;;;2.703,09;;138.995,98;1.900,00;1.679,15;;;;;
2018;Nov;326;ÓRGÃO DE DIREÇÃO REGIONAL DE PARTIDO POLÍTICO;;;;;;290.373,52;;;;31.850,69;75,93;;45.939,70;;56.635,76;41.226,00;83.434,43;;;;;
2018;Nov;327;ÓRGÃO DE DIREÇÃO LOCAL DE PARTIDO POLÍTICO;;;;;;13.588,17;;;;1.716,26;;;2.657,07;;1.539,23;75.490,12;38.241,22;;;;;
2018;Nov;330;ORGANIZAÇÃO SOCIAL (OS);;;;;;3.439.322,93;;;83.696,91;357.470,80;19.604,89;;38.788,35;;474.665,68;4.682,62;3.508,05;;;;;
2018;Nov;399;ASSOCIAÇÃO PRIVADA;677.178,33;482,29;554.113,95;;4.891.713,60;818.770.630,70;10.430.781,64;89.447,91;47.655.906,67;34.989.899,12;2.403.646,33;1.960.949,46;41.866.677,08;6.329,59;134.247.797,67;8.044.457,19;14.334.458,74;;;;;
2018;Nov;401;EMPRESA INDIVIDUAL IMOBILIÁRIA;;;67,5;278,63;283.181,95;9.451,47;249,14;;1.404.192,77;304.298,53;229.886,56;;26.583,87;;184.451,94;69.316,74;19.033,31;;;;;
2018;Nov;409;CANDIDATO A CARGO POLÍTICO ELETIVO;;;;;;87.073,92;;;;27,98;;;;;86.029,10;;765,5;;;;;
2018;Nov;412;PRODUTOR RURAL (PESSOA FÍSICA);;;;;;84.929,62;;8.360,55;262,5;336,43;;;10.505,81;;6.203,76;211.651,92;25.949,37;;;;;
2018;Nov;501;ORGANIZAÇÃO INTERNACIONAL;;;;;;3.667,67;;;;6.936,18;;;;;2.017,91;214,5;;;;;;
2018;Nov;502;REPRESENTAÇÃO DIPLOMÁTICA ESTRANGEIRA;1.500,72;;1.432,85;;;6.442,60;;;855,06;4.463,54;;;1.124,50;;13.527,87;976;;;;;;
2018;Nov;503;OUTRAS INSTITUIÇÕES EXTRATERRITORIAIS;;;;;;;;;;;;;;;20,2;;;;;;;
2018;Nov;IN;INVÁLIDO;;;;28.186,02;11.701,40;92.480,68;;19.452,20;349.026,34;43.294,96;60.304,82;;1.224,32;2.164,69;439.220,19;3.268,73;8.054,92;;;;;
2018;Nov;PF;Pessoa Física;10.889.146,55;5.116,01;1.645.086,25;2.586.537.295,48;1.348.740,81;100.680.728,50;64.848,57;89.946.708,67;3.094.945,17;717.798,07;1.049.882,45;19.137,29;314.736.968,33;1.767.621,99;67.385.698,62;45.596.995,83;67.454.972,53;;;;;
2018;Dez;101;ÓRGÃO PÚBLICO DO PODER EXECUTIVO FEDERAL;;;21.847,32;;359.567,74;1.619.592.768,15;2.714,60;;23.027.401,01;231.163.186,36;252.837,32;298.917,95;2.566,78;767.528.721,30;228.950.048,45;1.958.915,10;924.847.893,97;;;;;
2018;Dez;102;ÓRGÃO PÚBLICO DO PODER EXECUTIVO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;966.423,00;;;5.267,43;48.692.149,12;1.755,81;178.555,23;8.716.915,09;47.231.798,60;1.618.961,28;2.434.046,54;945.979,84;;;;;
2018;Dez;103;ÓRGÃO PÚBLICO DO PODER EXECUTIVO MUNICIPAL;;;;;2.375,83;63.887,71;;;1.488,59;7.103.224,51;496,2;;765.890,79;;139.576,87;818.692,48;583.500,30;;;;;
2018;Dez;104;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO FEDERAL;;;;;;244.905.730,05;;;17.101,17;3.705,26;5.700,39;;;175.701.739,42;12.465.389,58;;;;;;;
2018;Dez;105;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;67.694,04;;;;439,14;;;2.856.962,37;20.073,70;232.957,22;750;;;;;;
2018;Dez;106;ÓRGÃO PÚBLICO DO PODER LEGISLATIVO MUNICIPAL;;;;;;103.393,67;;;4.254,65;39.253,56;1.418,22;;736.795,36;5.180,51;39.439,52;521.596,08;58.106,62;;;;;
2018;Dez;107;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO FEDERAL;;;;;14.101,20;815.702.084,65;;;180.929,42;39.244,96;16.314,15;;706,08;899.655.956,85;84.754.058,11;384.897,00;620.170,80;;;;;
2018;Dez;108;ÓRGÃO PÚBLICO DO PODER JUDICIÁRIO ESTADUAL;;;;;;4.435.917,53;;;;280.209,00;;;257.531,64;71.048,82;840.706,01;8.000,00;299,2;;;;;
2018;Dez;110;AUTARQUIA FEDERAL;34.054,87;;42,73;;444.448,41;821.403.472,18;;205,46;130.093,50;6.839.606,09;254.616,61;390.603,60;162.177,59;970.419.498,22;199.998.143,67;4.575.021,90;14.286.453,77;;;;;
2018;Dez;111;AUTARQUIA ESTADUAL OU DO DISTRITO FEDERAL;;;;;370.313,62;7.450.877,24;;;22.010,05;64.190.585,83;8.456,36;609.511,86;1.221.728,24;;6.089.954,85;83.559,25;391.381,54;;;;;
2018;Dez;112;AUTARQUIA MUNICIPAL;1.428,31;;1.810,91;;238,74;293.944,06;;;35.760,00;22.574.485,91;3.108,75;;591.614,82;;537.316,93;445.110,52;524.423,60;;;;;
2018;Dez;113;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO FEDERAL;;;;;5.769,76;176.249.669,28;;;103.117,28;11.670.872,75;34.417,25;;49.287,51;219.632.290,13;31.917.636,78;315.767,42;708,73;;;;;
2018;Dez;114;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;20.024,71;;;1.943,68;5.702.778,33;;;7.549.307,17;;629.910,88;108.679,68;191.906,11;;;;;
2018;Dez;115;FUNDAÇÃO PÚBLICA DE DIREITO PÚBLICO MUNICIPAL;;;;;509,9;268.780,40;;;5.158,20;2.504.145,11;523,52;;206.126,13;;20.535,82;88.929,35;69.184,84;;;;;
2018;Dez;116;ÓRGÃO PÚBLICO AUTÔNOMO FEDERAL;;;;;;563.245,31;;;357,78;77,52;119,26;;;667.004,52;320.832,50;;;;;;;
2018;Dez;117;ÓRGÃO PÚBLICO AUTÔNOMO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;14.929,44;;;;13.195,68;;;43.615,86;;250.342,77;250;;;;;;
2018;Dez;118;ÓRGÃO PÚBLICO AUTÔNOMO MUNICIPAL;;;;;;571,71;;;;2.363,12;;;2.151,55;;;45.957,60;879,22;;;;;
2018;Dez;120;FUNDO PÚBLICO;;;;;2.915,95;827.497.310,78;353,14;;38.283,69;4.573.991,31;17.610,90;;14.958.382,16;24.063.813,86;16.801.626,69;490.181,32;39.619,34;;;;;
2018;Dez;121;CONSÓRCIO PÚBLICO DE DIREITO PÚBLICO (ASSOCIAÇÃO PÚBLICA);;;;;8.397,39;1.711.489,32;;;59.019,17;492.455,11;12.768,66;;565.799,72;;392.757,06;41.839,79;16.210,56;;;;;
2018;Dez;122;CONSÓRCIO PÚBLICO DE DIREITO PRIVADO;;;;;;772.217,15;;;1.720,46;70.019,95;572,48;;45.435,82;;182.581,00;700;6,7;;;;;
2018;Dez;123;ESTADO OU DISTRITO FEDERAL;;;;;56.204,56;3.971,31;;;87.802,71;332.220.335,24;7.969,75;;26.253.510,05;;9.109.722,13;81.493,60;426.086,76;;;;;
2018;Dez;124;MUNICÍPIO;;;;;61.712,62;2.344.414,14;;3.713,93;130.508,15;364.447.946,47;61.619,29;12.534,40;83.303.653,48;;9.238.828,55;12.337.397,00;10.156.459,77;;;;;
2018;Dez;125;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO FEDERAL;;;;;;24.303,21;4.058.141,94;;1.111,45;1.499,41;372,08;;;;397.989,71;;;;;;;
2018;Dez;126;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO ESTADUAL OU DO DISTRITO FEDERAL;;;;;;779.174,23;;;15.516,90;683.536,31;;;38.415,28;;406.542,24;921,08;;;;;;
2018;Dez;127;FUNDAÇÃO PÚBLICA DE DIREITO PRIVADO MUNICIPAL;;;;;;3.745.643,97;;;;370.991,61;;;349.081,94;;1.604.273,47;12.033,69;332.951,16;;;;;
2018;Dez;201;EMPRESA PÚBLICA;15.063.514,52;;1.317.318,11;;127.652.629,40;1.155.216.637,60;220.116.542,39;505,6;126.949.756,14;23.804.900,82;123.039.282,79;570.175,58;1.256.712.559,94;6.238.947,47;214.726.680,79;359.995.091,14;4.157.244,94;;;;;
2018;Dez;203;SOCIEDADE DE ECONOMIA MISTA;9.445.424,77;;2.257.073,77;;328.390.936,20;1.560.319.044,85;411.056.799,67;113.239,52;3.129.491.710,73;669.617.515,95;239.172.394,42;213.115.513,49;2.159.709.612,35;6.418.593,69;744.497.365,41;414.884.358,44;1.537.943.555,37;;;;;
2018;Dez;204;SOCIEDADE ANÔNIMA ABERTA;85.365.089,22;19.064,37;398.146.699,53;;628.644.507,31;3.775.028.811,62;1.083.113.035,35;666.483,54;1.642.742.838,10;343.723.908,28;338.270.702,46;90.081.153,83;3.142.419.282,58;;473.745.346,33;25.435.167,48;49.793.966,63;;;;;
2018;Dez;205;SOCIEDADE ANÔNIMA FECHADA;492.962.626,48;;778.129.714,82;2.524,77;2.533.534.853,31;7.900.475.756,21;1.613.936.010,83;10.551.879,24;3.427.642.527,88;696.454.758,59;1.398.174.200,38;57.888.946,03;5.940.348.894,03;;560.432.423,29;39.330.180,83;248.290.364,69;;;;;
2018;Dez;206;SOCIEDADE EMPRESÁRIA LIMITADA;2.062.486.534,77;30.871,92;3.464.224.718,69;66.142,66;4.001.646.669,57;5.716.108.096,54;66.347.395,82;26.040.128,11;8.091.169.512,78;1.771.654.405,36;1.839.438.830,85;206.394.293,50;9.120.707.409,26;10.302,56;5.432.123.897,63;238.325.700,68;670.650.266,79;;;;;
2018;Dez;207;SOCIEDADE EMPRESÁRIA EM NOME COLETIVO;;;25.405,06;;124.102,42;42.315,78;8.755,42;115,18;1.707.525,63;373.745,65;106.877,78;;50.598,07;;624.436,12;8.150,49;27.529,22;;;;;
2018;Dez;208;SOCIEDADE EMPRESÁRIA EM COMANDITA SIMPLES;;;;;9.889,05;19.171,29;;;17.380,97;4.079,46;6.447,88;;1.113,61;;62.130,82;20,65;1.206,90;;;;;
2018;Dez;209;SOCIEDADE EMPRESÁRIA EM COMANDITA POR AÇÕES;;;;;3.422,87;14.536,03;;;41.258,62;13.425,24;6.720,39;;11.099,63;;378,17;1.392,30;45.993,98;;;;;
2018;Dez;210;SOCIEDADE MERCANTIL DE CAPITAL E INDÚSTRIA;;;;;64,72;;;;359,64;64,72;179,8;;429,53;;12.512,05;250;;;;;;
2018;Dez;212;SOCIEDADE EM CONTA DE PARTICIPAÇÃO;;;;;73.437,54;15.711,18;8.472,05;17.931,60;151.707,61;31.309,44;43.637,32;;;;62.883,32;9,93;;;;;;
2018;Dez;213;EMPRESÁRIO (INDIVIDUAL);3.102.020,43;72,36;3.511.713,13;2.948,45;39.640.705,54;34.792.547,45;52.193,75;59.461,90;65.428.918,42;13.770.456,08;27.427.409,99;2.417,14;17.553.683,95;1.665,55;1.678.887.180,14;27.981.693,15;12.190.840,20;;;;;
2018;Dez;214;COOPERATIVA;3.081.014,96;;12.367.473,51;;41.183.014,78;506.264.755,91;195.132.569,42;34.537,58;113.460.028,29;28.561.674,08;27.437.936,67;275.049,23;688.142.503,02;18;83.688.219,54;6.382.673,26;48.462.946,03;;;;;
2018;Dez;215;CONSÓRCIO DE SOCIEDADES;1.160.254,36;;622.487,05;;367.159,18;13.605.003,24;969,17;376,26;2.359.220,85;588.589,12;201.883,23;135.582,04;10.795.225,03;;6.998.463,89;159.363,95;1.198.513,85;;;;;
2018;Dez;216;GRUPO DE SOCIEDADES;;;;;772,99;506,46;;;858,78;306,65;503,73;;;;;52,61;21;;;;;
2018;Dez;217;ESTABELECIMENTO, NO BRASIL, DE SOCIEDADE ESTRANGEIRA;14.838.325,43;;174.846,45;;3.702.057,15;34.578.366,69;6.217.436,42;;5.596.850,85;1.343.025,83;2.156.198,59;5.081,08;15.986.442,17;;1.979.767,62;702.795,69;555.596,87;;;;;
2018;Dez;221;EMPRESA DOMICILIADA NO EXTERIOR;;;;;605.849,94;12.892.657,11;358.817,17;226,5;5.683,49;1.231,42;3.013,74;;;;7.033,26;;3.200.234,63;;;;;
2018;Dez;222;CLUBE/FUNDO DE INVESTIMENTO;;;;;;3.481.460,72;2.658,22;222.183,95;5.448,18;1.182,83;;5.217,48;;;63.045,98;;78.862,28;;;;;
2018;Dez;223;SOCIEDADE SIMPLES PURA;1.038,16;;585,75;114,24;113.977.847,38;34.448.935,78;160.560,07;8.497,18;58.957.437,48;12.616.099,95;40.206.258,80;831.558,02;51.738.572,73;;134.519.747,62;1.012.373,05;855.402,74;;;;;
